rowid,clue,answer,definition,clue_number,puzzle_date,puzzle_name,source_url,source
837,Doctor exposed about operation as one who failed to qualify (7),DROPOUT,one who failed to qualify,51a,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
838,Seller of pills made from tips of acacia blossom on tree (7),BEECHAM,Seller of pills,52a,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
839,Took on suitable editor without visit to see (7),ADOPTED,Took on,53a,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
840,Smart suppressing singular desire (4),WISH,desire,54a,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
841,Failing to cross over desert (6),DEFECT,Failing/to cross over/desert,55a,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
842,"Web crawler that predicts where the wealth is going? (5,6)",MONEY SPIDER,Web crawler,56a,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
843,Pill introduced by east European is fit to drink down (7),POTABLE,fit to drink down,1d,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
844,Informer about in Epping restraining local authority (4-7),RATE,restraining local authority,2d,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
845,Girl trapping judge’s assassin (5),NINJA,assassin,3d,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
846,"What’s inverted horny porno tester suffering? (8,8)",HYSTERON PROTERON,What’s inverted,4d,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
847,Managed a month in teetotal wing of church (8),TRANSEPT,wing of church,5d,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
848,Mum’s core sin unfortunately is a love of shopping (11),CONSUMERISM,a love of shopping/),6d,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
849,Bulk large on the outside? (5),BULGE,Bulk large on the outside?,7d,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
850,"Jettison bedcover on top of antique table (5,9)",THROW OVERBOARD,Jettison,8d,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
851,Sandwich spread? (6),EXPORT,Sandwich/spread,9d,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
852,Market exploiter using a rand drop to bait Europe (11),ARBITRAGEUR,Market exploiter,11d,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
853,Stratified lake certainly a warning of something dangerous (7),LAYERED,Stratified,12d,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
854,"British petroleum jelly, not very standard for comparison (8)",BASELINE,standard for comparison,13d,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
855,Convert home to church in stretch of land for row of houses (7),TERRACE,row of houses,20d,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
856,Certain about Chile’s capital being somewhere in the Andes (5),SUCRE,somewhere in the Andes,22d,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
857,"Strange being on underground with a railway minister (7,9)",FOREIGN SECRETARY,minister,24d,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
858,"Moderate teases toffs endlessly (4,3)",EASE OFF,Moderate,25d,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
859,No tears about disloyalty (7),TREASON,disloyalty,27d,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
860,Includes bitter brewed to be very strong (14),INDESTRUCTIBLE,very strong,28d,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
861,"Rich, fit and not working (4-3)",WELL,Rich,31d,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
862,A blush digesting record of debt leaving son to the very end bitter (11),ACRIMONIOUS,bitter,33d,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
863,Section of poem to preserve — Tasso’s no fool (5),CANTO,Section of poem,35d,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
864,HM's in a grand construction -- here? (11),SANDRINGHAM,here?,36d,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
865,"Dogmatic idea, no point shifting (11)",OPINIONATED,Dogmatic,38d,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
866,Delay one riding horse (8),STALLION,horse,40d,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
867,"Sham opponent’s name a million nasty people sent up (5,3)",STRAW MAN,Sham opponent,42d,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
868,"Bird’s to raise hatch, reportedly (7)",JACKDAW,Bird,43d,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
869,Mailer accepting Pound is rather fine (7),SLENDER,rather fine,46d,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
870,Get annoyed with what might appear on waste land (6),NETTLE,Get annoyed with/what might appear on waste land,47d,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
871,Socialists pursuing Conservative split (5),CLEFT,split,49d,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
872,Mike’s stuffing piece of meat to munch with gusto (5),CHOMP,munch with gusto,50d,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
873,Stock colours (8),STANDARD,Stock/colours,1a,2018-01-20,Times Cryptic No 26934,https://times-xwd-times.livejournal.com/1881012.html,times_xwd_times
874,Warm and moist — like some marine life? (6),CLAMMY,Warm and moist/like some marine life,6a,2018-01-20,Times Cryptic No 26934,https://times-xwd-times.livejournal.com/1881012.html,times_xwd_times
875,Evergreen power to fascinate (6),PRIVET,Evergreen,9a,2018-01-20,Times Cryptic No 26934,https://times-xwd-times.livejournal.com/1881012.html,times_xwd_times
876,Hydrogen expands in large flexible pipe (8),NARGHILE,pipe,10a,2018-01-20,Times Cryptic No 26934,https://times-xwd-times.livejournal.com/1881012.html,times_xwd_times
877,Thriving source of water (4),WELL,Thriving/source of water,11a,2018-01-20,Times Cryptic No 26934,https://times-xwd-times.livejournal.com/1881012.html,times_xwd_times
878,Deep thought: odd state to beset one (10),RUMINATION,Deep thought,12a,2018-01-20,Times Cryptic No 26934,https://times-xwd-times.livejournal.com/1881012.html,times_xwd_times
879,"Shrub, one beyond blight — job to contain it? (8)",TAMARISK,Shrub,14a,2018-01-20,Times Cryptic No 26934,https://times-xwd-times.livejournal.com/1881012.html,times_xwd_times
880,"Peer in organ loft, but not very many times (4)",EARL,Peer,16a,2018-01-20,Times Cryptic No 26934,https://times-xwd-times.livejournal.com/1881012.html,times_xwd_times
881,"Monkey lives around borders of Kenya, to the west (4)",SAKI,Monkey,18a,2018-01-20,Times Cryptic No 26934,https://times-xwd-times.livejournal.com/1881012.html,times_xwd_times
882,Syrup — huge number of lemmings initially stuck in it (8),MOLASSES,Syrup,19a,2018-01-20,Times Cryptic No 26934,https://times-xwd-times.livejournal.com/1881012.html,times_xwd_times
883,Poet who's evidently been on the rack? (10),LONGFELLOW,Poet,21a,2018-01-20,Times Cryptic No 26934,https://times-xwd-times.livejournal.com/1881012.html,times_xwd_times
884,"In conversation, bound to be engrossed (4)",RAPT,engrossed,22a,2018-01-20,Times Cryptic No 26934,https://times-xwd-times.livejournal.com/1881012.html,times_xwd_times
885,"Torch, a virtually full beam lit up (8)",FLAMBEAU,Torch,24a,2018-01-20,Times Cryptic No 26934,https://times-xwd-times.livejournal.com/1881012.html,times_xwd_times
886,Only rotten plays were written by him (6),O,plays were written by him,26a,2018-01-20,Times Cryptic No 26934,https://times-xwd-times.livejournal.com/1881012.html,times_xwd_times
887,"Passage which crosses river, ending in Idaho (6)",THROAT,Passage,27a,2018-01-20,Times Cryptic No 26934,https://times-xwd-times.livejournal.com/1881012.html,times_xwd_times
888,"Sweet tune recalled by one in French (5,3)",HONEY BUN,Sweet,28a,2018-01-20,Times Cryptic No 26934,https://times-xwd-times.livejournal.com/1881012.html,times_xwd_times
889,Trinity right within you (5),THREE,Trinity,2d,2018-01-20,Times Cryptic No 26934,https://times-xwd-times.livejournal.com/1881012.html,times_xwd_times
890,Introspection doing little to inspire government leader supporting church body (5-6),NAVEL,Introspection,3d,2018-01-20,Times Cryptic No 26934,https://times-xwd-times.livejournal.com/1881012.html,times_xwd_times
891,A body builder’s out-of-this-world body (8),ASTEROID,out-of-this-world body,4d,2018-01-20,Times Cryptic No 26934,https://times-xwd-times.livejournal.com/1881012.html,times_xwd_times
892,"Stop being a comedian? You can't be serious! (4,4,2,5)",DON,Stop being a comedian/You can't be serious,5d,2018-01-20,Times Cryptic No 26934,https://times-xwd-times.livejournal.com/1881012.html,times_xwd_times
893,Cap of cerulean and gold on a crown (6),CORONA,crown,6d,2018-01-20,Times Cryptic No 26934,https://times-xwd-times.livejournal.com/1881012.html,times_xwd_times
894,A silencing word remains (3),ASH,remains,7d,2018-01-20,Times Cryptic No 26934,https://times-xwd-times.livejournal.com/1881012.html,times_xwd_times
895,People ecstatic at first about party removing a PM (9),MELBOURNE,PM,8d,2018-01-20,Times Cryptic No 26934,https://times-xwd-times.livejournal.com/1881012.html,times_xwd_times
896,"Ever maintaining rise during test, working on a plane, perhaps? (4,7)",TREE SURGERY,"working on a plane, perhaps",13d,2018-01-20,Times Cryptic No 26934,https://times-xwd-times.livejournal.com/1881012.html,times_xwd_times
897,"Shiite leader always put on a ring, I see! (9)",AYATOLLAH,Shiite leader,15d,2018-01-20,Times Cryptic No 26934,https://times-xwd-times.livejournal.com/1881012.html,times_xwd_times
898,Nuclear accident in British base (8),BLOWDOWN,Nuclear accident,17d,2018-01-20,Times Cryptic No 26934,https://times-xwd-times.livejournal.com/1881012.html,times_xwd_times
899,Failing to change sides (6),DEFECT,Failing/to change sides,20d,2018-01-20,Times Cryptic No 26934,https://times-xwd-times.livejournal.com/1881012.html,times_xwd_times
900,"After uprising, some mutual appreciation for island republic (5)",PALAU,island republic,23d,2018-01-20,Times Cryptic No 26934,https://times-xwd-times.livejournal.com/1881012.html,times_xwd_times
901,"Chairman, on agonising march, heads northward (3)",MAO,Chairman,25d,2018-01-20,Times Cryptic No 26934,https://times-xwd-times.livejournal.com/1881012.html,times_xwd_times
902,"Spin bowler’s trick presenting a problem for the author(7,5)",WRITERS BLOCK,a problem for the author,1a,2017-01-11,Quick Cryptic 742,https://times-xwd-times.livejournal.com/1665715.html,times_xwd_times
903,Parrot of old lady put with cashew when she is absent (5),MACAW,Parrot,9a,2017-01-11,Quick Cryptic 742,https://times-xwd-times.livejournal.com/1665715.html,times_xwd_times
904,Adolescent is after food container in workplace eatery (7),CANTEEN,workplace eatery,10a,2017-01-11,Quick Cryptic 742,https://times-xwd-times.livejournal.com/1665715.html,times_xwd_times
905,Rupture regularly found in noble gas particle (7),NEUTRON,particle,11a,2017-01-11,Quick Cryptic 742,https://times-xwd-times.livejournal.com/1665715.html,times_xwd_times
906,Delete Times puzzle at the end (5),ERASE,Delete,12a,2017-01-11,Quick Cryptic 742,https://times-xwd-times.livejournal.com/1665715.html,times_xwd_times
907,"Southeastern upper-class type to embark on journey (3,3)",SET OFF,to embark on journey,13a,2017-01-11,Quick Cryptic 742,https://times-xwd-times.livejournal.com/1665715.html,times_xwd_times
908,Long narrow inlets start to join in Capri and Granada? (6),FJORDS,Long narrow inlets,14a,2017-01-11,Quick Cryptic 742,https://times-xwd-times.livejournal.com/1665715.html,times_xwd_times
909,"State “I do”, securing a husband (5)",IDAHO,State,17a,2017-01-11,Quick Cryptic 742,https://times-xwd-times.livejournal.com/1665715.html,times_xwd_times
910,This country is in ruin — am I biased? (7),NAMIBIA,This country,19a,2017-01-11,Quick Cryptic 742,https://times-xwd-times.livejournal.com/1665715.html,times_xwd_times
911,"Fate mostly dire, turning desperate (2-2-3)",DO OR DIE,desperate,21a,2017-01-11,Quick Cryptic 742,https://times-xwd-times.livejournal.com/1665715.html,times_xwd_times
912,Suffer at home with vicious mutt (5),INCUR,Suffer,22a,2017-01-11,Quick Cryptic 742,https://times-xwd-times.livejournal.com/1665715.html,times_xwd_times
913,"Ado! Hungry dog barking in all-too-familiar situation (9,3)",GROUNDHOG DAY,all-too-familiar situation,23a,2017-01-11,Quick Cryptic 742,https://times-xwd-times.livejournal.com/1665715.html,times_xwd_times
914,Tell on Dracula? (7),RECOUNT,Tell,2d,2017-01-11,Quick Cryptic 742,https://times-xwd-times.livejournal.com/1665715.html,times_xwd_times
915,"Capital offences once punished here? (5,2,6)",TOWER OF LONDON,Capital offences once punished here,3d,2017-01-11,Quick Cryptic 742,https://times-xwd-times.livejournal.com/1665715.html,times_xwd_times
916,Modern recycling centre (6),RECENT,Modern,4d,2017-01-11,Quick Cryptic 742,https://times-xwd-times.livejournal.com/1665715.html,times_xwd_times
917,"Stuff reckless mug in Jeep for extreme sport (6,7)",BUNGEE JUMPING,extreme sport,5d,2017-01-11,Quick Cryptic 742,https://times-xwd-times.livejournal.com/1665715.html,times_xwd_times
918,Come gallantly holding final letter (5),OMEGA,final letter,6d,2017-01-11,Quick Cryptic 742,https://times-xwd-times.livejournal.com/1665715.html,times_xwd_times
919,Where setters go for a holiday? (7),KENNELS,Where setters go for a holiday,7d,2017-01-11,Quick Cryptic 742,https://times-xwd-times.livejournal.com/1665715.html,times_xwd_times
920,Sign depicting old fellows (4),OMEN,Sign,8d,2017-01-11,Quick Cryptic 742,https://times-xwd-times.livejournal.com/1665715.html,times_xwd_times
921,Part of leg found by excavation party (7),SHINDIG,party,13d,2017-01-11,Quick Cryptic 742,https://times-xwd-times.livejournal.com/1665715.html,times_xwd_times
922,Du Maurier book with short revolutionary chapters — ace!(7),REBECCA,Du Maurier book,15d,2017-01-11,Quick Cryptic 742,https://times-xwd-times.livejournal.com/1665715.html,times_xwd_times
923,Tangle with men he’s upset (6),ENMESH,Tangle with,16d,2017-01-11,Quick Cryptic 742,https://times-xwd-times.livejournal.com/1665715.html,times_xwd_times
924,"Love attempt to follow silver galore (1,4)",A GOGO,galore,18d,2017-01-11,Quick Cryptic 742,https://times-xwd-times.livejournal.com/1665715.html,times_xwd_times
925,Crooked? Sounds like a grass (4),AWRY,Crooked,20d,2017-01-11,Quick Cryptic 742,https://times-xwd-times.livejournal.com/1665715.html,times_xwd_times
926,Very easy task collecting river junk (5),DROSS,junk,1a,2020-07-13,QC 1655,https://times-xwd-times.livejournal.com/2371963.html,times_xwd_times
927,Cartel had demolished place of worship (9),CATHEDRAL,place of worship,7a,2020-07-13,QC 1655,https://times-xwd-times.livejournal.com/2371963.html,times_xwd_times
928,Greek character hiding in handsome garden (5),OMEGA,Greek character,9a,2020-07-13,QC 1655,https://times-xwd-times.livejournal.com/2371963.html,times_xwd_times
929,"A close friend beginning to mistrust NATO, for example (7)",ACRONYM,"NATO, for example",10a,2020-07-13,QC 1655,https://times-xwd-times.livejournal.com/2371963.html,times_xwd_times
930,Noblewoman starts to develop unusual board game (7),DUCHESS,Noblewoman,11a,2020-07-13,QC 1655,https://times-xwd-times.livejournal.com/2371963.html,times_xwd_times
931,"Alerts posh folk, embracing one quietly (7)",TIPOFFS,Alerts,12a,2020-07-13,QC 1655,https://times-xwd-times.livejournal.com/2371963.html,times_xwd_times
932,Worker returning woman's aerial (7),ANTENNA,aerial,15a,2020-07-13,QC 1655,https://times-xwd-times.livejournal.com/2371963.html,times_xwd_times
933,"Fe-male superhero? (4,3)",IRON MAN,superhero,18a,2020-07-13,QC 1655,https://times-xwd-times.livejournal.com/2371963.html,times_xwd_times
934,Sprinted to grab magical device from African country (7),RWANDAN,from African country,20a,2020-07-13,QC 1655,https://times-xwd-times.livejournal.com/2371963.html,times_xwd_times
935,Tuna swimming with small relations (5),AUNTS,relations,22a,2020-07-13,QC 1655,https://times-xwd-times.livejournal.com/2371963.html,times_xwd_times
936,Irish city's sailors producing bottle opener (9),CORKSCREW,bottle opener,23a,2020-07-13,QC 1655,https://times-xwd-times.livejournal.com/2371963.html,times_xwd_times
937,Knock out jockey regularly — that's strange! (5),KOOKY,strange,24a,2020-07-13,QC 1655,https://times-xwd-times.livejournal.com/2371963.html,times_xwd_times
938,Robot starts to design rocket on its doorstep (5),DROID,Robot,1d,2020-07-13,QC 1655,https://times-xwd-times.livejournal.com/2371963.html,times_xwd_times
939,Gloomy about group of actors (8),OVERCAST,Gloomy,2d,2020-07-13,QC 1655,https://times-xwd-times.livejournal.com/2371963.html,times_xwd_times
940,"Climbed like an armadillo, perhaps? (6)",SCALED,Climbed,3d,2020-07-13,QC 1655,https://times-xwd-times.livejournal.com/2371963.html,times_xwd_times
941,"Triple jumping — go for it! (3,3)",LET RIP,go for it,4d,2020-07-13,QC 1655,https://times-xwd-times.livejournal.com/2371963.html,times_xwd_times
942,I was in charge of foreign land (4),IRAN,foreign land,5d,2020-07-13,QC 1655,https://times-xwd-times.livejournal.com/2371963.html,times_xwd_times
943,Fashioned himself a European language (7),FLEMISH,a European language,6d,2020-07-13,QC 1655,https://times-xwd-times.livejournal.com/2371963.html,times_xwd_times
944,"Are nitrates changing brewing equipment? (3,8)",TEA STRAINER,brewing equipment,8d,2020-07-13,QC 1655,https://times-xwd-times.livejournal.com/2371963.html,times_xwd_times
945,Long-legged creature burning oxygen (8),FLAMINGO,Long-legged creature,13d,2020-07-13,QC 1655,https://times-xwd-times.livejournal.com/2371963.html,times_xwd_times
946,Fancy putting limit on staple food (7),CAPRICE,Fancy,14d,2020-07-13,QC 1655,https://times-xwd-times.livejournal.com/2371963.html,times_xwd_times
947,Detectives imprisoned by lunatic who's barely seen? (6),NUDIST,who's barely seen,16d,2020-07-13,QC 1655,https://times-xwd-times.livejournal.com/2371963.html,times_xwd_times
948,"After a short time, tout punk rock hairstyle (6)",MOHAWK,punk rock hairstyle,17d,2020-07-13,QC 1655,https://times-xwd-times.livejournal.com/2371963.html,times_xwd_times
949,Finally clean a pig enclosure that's unpleasant! (5),NASTY,unpleasant,19d,2020-07-13,QC 1655,https://times-xwd-times.livejournal.com/2371963.html,times_xwd_times
950,Farm building lacking roof is well ventilated (4),AIRY,well ventilated,21d,2020-07-13,QC 1655,https://times-xwd-times.livejournal.com/2371963.html,times_xwd_times
951,Plants in island thus smuggled from the east (8),NARCISSI,Plants,1a,2018-06-25,Times 27073,https://times-xwd-times.livejournal.com/1964217.html,times_xwd_times
952,"Like a Dane, for example — and not one in Washington (6)",NORDIC,"Like a Dane, for example",5a,2018-06-25,Times 27073,https://times-xwd-times.livejournal.com/1964217.html,times_xwd_times
953,Legendary bird biting head off dangerous reptile (3),ROC,Legendary bird,9a,2018-06-25,Times 27073,https://times-xwd-times.livejournal.com/1964217.html,times_xwd_times
954,"Fine workforce, one possessed by man like Sir John? (11)",FALSTAFFIAN,like Sir John?,10a,2018-06-25,Times 27073,https://times-xwd-times.livejournal.com/1964217.html,times_xwd_times
955,"Briefly poke around leg, to find protein (10)",INTERFERON,protein,12a,2018-06-25,Times 27073,https://times-xwd-times.livejournal.com/1964217.html,times_xwd_times
956,"Share the Sunday joint, do we hear? (4)",METE,Share,13a,2018-06-25,Times 27073,https://times-xwd-times.livejournal.com/1964217.html,times_xwd_times
957,Ragout of game containing a highly seasoned sausage (6),SALAMI,highly seasoned sausage,15a,2018-06-25,Times 27073,https://times-xwd-times.livejournal.com/1964217.html,times_xwd_times
958,Mature combination of companies adopting western name (5-2),GROWN,Mature,16a,2018-06-25,Times 27073,https://times-xwd-times.livejournal.com/1964217.html,times_xwd_times
959,Delay after chap encounters strong wind from east (4-3),TIME,Delay,18a,2018-06-25,Times 27073,https://times-xwd-times.livejournal.com/1964217.html,times_xwd_times
960,"Switching sides, Chinese communist finds Lao Zi’s philosophy (6)",TAOISM,Lao Zi’s philosophy,20a,2018-06-25,Times 27073,https://times-xwd-times.livejournal.com/1964217.html,times_xwd_times
961,Retired priest following northern river (4),NILE,river,23a,2018-06-25,Times 27073,https://times-xwd-times.livejournal.com/1964217.html,times_xwd_times
962,Grassy area in politician’s part of constituency (10),GREENSWARD,Grassy area,24a,2018-06-25,Times 27073,https://times-xwd-times.livejournal.com/1964217.html,times_xwd_times
963,Worried if a host is an obsessive trendy! (11),FASHIONISTA,an obsessive trendy,26a,2018-06-25,Times 27073,https://times-xwd-times.livejournal.com/1964217.html,times_xwd_times
964,Anger shown when state's leader is deposed (3),IRE,Anger,27a,2018-06-25,Times 27073,https://times-xwd-times.livejournal.com/1964217.html,times_xwd_times
965,Current Oxford course taken in six months? That's wonderful! (6),YIPPEE,That's wonderful!,28a,2018-06-25,Times 27073,https://times-xwd-times.livejournal.com/1964217.html,times_xwd_times
966,Lower rent Ray's splashed out up front? (8),AYRSHIRE,Lower,29a,2018-06-25,Times 27073,https://times-xwd-times.livejournal.com/1964217.html,times_xwd_times
967,Sea nymph entangled in reed (6),NEREID,Sea nymph,1d,2018-06-25,Times 27073,https://times-xwd-times.livejournal.com/1964217.html,times_xwd_times
968,Dairy product a girl takes in bed (7),RICOTTA,Dairy product,2d,2018-06-25,Times 27073,https://times-xwd-times.livejournal.com/1964217.html,times_xwd_times
969,Put friend in the picture in a relaxed way (10),INFORMALLY,in a relaxed way,3d,2018-06-25,Times 27073,https://times-xwd-times.livejournal.com/1964217.html,times_xwd_times
970,"Serving in army club, one left out cementing tool (9,4)",SOLDERING IRON,cementing tool,4d,2018-06-25,Times 27073,https://times-xwd-times.livejournal.com/1964217.html,times_xwd_times
971,Tender-sounding Mercian king? (4),OFFA,Mercian king,6d,2018-06-25,Times 27073,https://times-xwd-times.livejournal.com/1964217.html,times_xwd_times
972,"Republican in seedy bar visiting cinema, perhaps (5-2)",DRIVE-IN,"cinema, perhaps",7d,2018-06-25,Times 27073,https://times-xwd-times.livejournal.com/1964217.html,times_xwd_times
973,Scorn fiddle casual worker finally bought (8),CONTEMPT,Scorn,8d,2018-06-25,Times 27073,https://times-xwd-times.livejournal.com/1964217.html,times_xwd_times
974,Insensitively considered the French devious (13),THOUGHTLESSLY,Insensitively,11d,2018-06-25,Times 27073,https://times-xwd-times.livejournal.com/1964217.html,times_xwd_times
975,Recipients of letter from Welshwoman cutting business deficit (10),COLOSSIANS,Recipients of letter,14d,2018-06-25,Times 27073,https://times-xwd-times.livejournal.com/1964217.html,times_xwd_times
976,Insect — one flapping lamely at first in farm pen (8),STONEFLY,Insect,17d,2018-06-25,Times 27073,https://times-xwd-times.livejournal.com/1964217.html,times_xwd_times
977,Effeminate chap writing about class work (7),MILKSOP,Effeminate chap,19d,2018-06-25,Times 27073,https://times-xwd-times.livejournal.com/1964217.html,times_xwd_times
978,Language provoked by a limited rise in Westminster? (7),SWAHILI,Language,21d,2018-06-25,Times 27073,https://times-xwd-times.livejournal.com/1964217.html,times_xwd_times
979,"Stick a poster, possibly, in this place (6)",ADHERE,Stick,22d,2018-06-25,Times 27073,https://times-xwd-times.livejournal.com/1964217.html,times_xwd_times
980,Long  evergreen tree (4),PINE,Long /evergreen tree,25d,2018-06-25,Times 27073,https://times-xwd-times.livejournal.com/1964217.html,times_xwd_times
981,Acts badly after work at keyboard getting the same parts? (8),TYPECAST,getting the same parts,1a,2019-02-25,QC 1295,https://times-xwd-times.livejournal.com/2095876.html,times_xwd_times
982,"Produced money, we hear (4)",BRED,Produced,5a,2019-02-25,QC 1295,https://times-xwd-times.livejournal.com/2095876.html,times_xwd_times
983,Custom from American era (5),USAGE,Custom,9a,2019-02-25,QC 1295,https://times-xwd-times.livejournal.com/2095876.html,times_xwd_times
984,"Personal target leading to footballer’s error (3,4)",OWN GOAL,footballer’s error,10a,2019-02-25,QC 1295,https://times-xwd-times.livejournal.com/2095876.html,times_xwd_times
985,Coming in holding that isn’t regularly amusing (12),ENTERTAINING,amusing,11a,2019-02-25,QC 1295,https://times-xwd-times.livejournal.com/2095876.html,times_xwd_times
986,"TV feature perhaps recalled in tuneful air, eastern (6)",AERIAL,TV feature perhaps,13a,2019-02-25,QC 1295,https://times-xwd-times.livejournal.com/2095876.html,times_xwd_times
987,Warn about edges of route in overcrowded area (6),WARREN,overcrowded area,15a,2019-02-25,QC 1295,https://times-xwd-times.livejournal.com/2095876.html,times_xwd_times
988,"Unexpectedly gave a car next, spending too much (12)",EXTRAVAGANCE,spending too much,17a,2019-02-25,QC 1295,https://times-xwd-times.livejournal.com/2095876.html,times_xwd_times
989,Advance payment showing sincerity (7),EARNEST,Advance payment showing sincerity,20a,2019-02-25,QC 1295,https://times-xwd-times.livejournal.com/2095876.html,times_xwd_times
990,"Introduction of secure, healthy, source of gas (5)",SHALE,source of gas,21a,2019-02-25,QC 1295,https://times-xwd-times.livejournal.com/2095876.html,times_xwd_times
991,Guy from Egypt he obliges (4),THEO,Guy,22a,2019-02-25,QC 1295,https://times-xwd-times.livejournal.com/2095876.html,times_xwd_times
992,Find beer possibly as favour (8),BEFRIEND,favour,23a,2019-02-25,QC 1295,https://times-xwd-times.livejournal.com/2095876.html,times_xwd_times
993,"He could be tough, lacking love? (4)",THUG,"He could be tough, lacking love",1d,2019-02-25,QC 1295,https://times-xwd-times.livejournal.com/2095876.html,times_xwd_times
994,Shellfish that’s uncooked put into empty pan (5),PRAWN,Shellfish,2d,2019-02-25,QC 1295,https://times-xwd-times.livejournal.com/2095876.html,times_xwd_times
995,"Sweet having me in calmer race, somehow (5,7)",CREME CARAMEL,Sweet,3d,2019-02-25,QC 1295,https://times-xwd-times.livejournal.com/2095876.html,times_xwd_times
996,Unruffled sound from cow in south (6),SMOOTH,Unruffled,4d,2019-02-25,QC 1295,https://times-xwd-times.livejournal.com/2095876.html,times_xwd_times
997,"Having climbed moor? That is right, it’s more spacious (7)",ROOMIER,more spacious,6d,2019-02-25,QC 1295,https://times-xwd-times.livejournal.com/2095876.html,times_xwd_times
998,"Tipping hat, one overseeing man, hard-working (8)",DILIGENT,hard-working,7d,2019-02-25,QC 1295,https://times-xwd-times.livejournal.com/2095876.html,times_xwd_times
999,Nasty stain mars a chair arm initially — protective cloth found (12),ANTIMACASSAR,protective cloth,8d,2019-02-25,QC 1295,https://times-xwd-times.livejournal.com/2095876.html,times_xwd_times
